number,input_file,output_file,frames,width,height,source_has_transparency,status,note
169,output-gif-all\deltamon.gif,output-webm-all\deltamon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
170,output-gif-all\delumon.gif,output-webm-all\delumon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
171,output-gif-all\demon.gif,output-webm-all\demon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
172,output-gif-all\destromon.gif,output-webm-all\destromon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
173,output-gif-all\devidramon.gif,output-webm-all\devidramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
174,output-gif-all\devimon.gif,output-webm-all\devimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
175,output-gif-all\devitamamon.gif,output-webm-all\devitamamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
176,output-gif-all\diablomon.gif,output-webm-all\diablomon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
177,output-gif-all\dianamon.gif,output-webm-all\dianamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
178,output-gif-all\diarbbitmon.gif,output-webm-all\diarbbitmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
179,output-gif-all\digitamamon.gif,output-webm-all\digitamamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
180,output-gif-all\digmon.gif,output-webm-all\digmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
181,output-gif-all\dijiangmon.gif,output-webm-all\dijiangmon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
182,output-gif-all\dinobeemon.gif,output-webm-all\dinobeemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
183,output-gif-all\dinorexmon.gif,output-webm-all\dinorexmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
184,output-gif-all\dinotigermon.gif,output-webm-all\dinotigermon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
185,output-gif-all\divemon.gif,output-webm-all\divemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
186,output-gif-all\dobermon.gif,output-webm-all\dobermon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
187,output-gif-all\dodomon.gif,output-webm-all\dodomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
188,output-gif-all\dogmon.gif,output-webm-all\dogmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
189,output-gif-all\dokimon.gif,output-webm-all\dokimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
190,output-gif-all\dokugumon.gif,output-webm-all\dokugumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
191,output-gif-all\dominimon.gif,output-webm-all\dominimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
192,output-gif-all\done-devimon.gif,output-webm-all\done-devimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
193,output-gif-all\dorimon.gif,output-webm-all\dorimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
194,output-gif-all\dorugamon.gif,output-webm-all\dorugamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
195,output-gif-all\dorugoramon.gif,output-webm-all\dorugoramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
196,output-gif-all\doruguremon.gif,output-webm-all\doruguremon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
197,output-gif-all\dorulumon.gif,output-webm-all\dorulumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
198,output-gif-all\dorumon.gif,output-webm-all\dorumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
199,output-gif-all\doumon.gif,output-webm-all\doumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
200,output-gif-all\dracomon.gif,output-webm-all\dracomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
201,output-gif-all\dracumon.gif,output-webm-all\dracumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
202,output-gif-all\drimogemon.gif,output-webm-all\drimogemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
203,output-gif-all\dukemon-crimson-mode.gif,output-webm-all\dukemon-crimson-mode.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
204,output-gif-all\dukemon-x.gif,output-webm-all\dukemon-x.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
205,output-gif-all\dukemon.gif,output-webm-all\dukemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
206,output-gif-all\duramon.gif,output-webm-all\duramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
207,output-gif-all\durandamon.gif,output-webm-all\durandamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
208,output-gif-all\duskmon.gif,output-webm-all\duskmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
209,output-gif-all\dynasmon.gif,output-webm-all\dynasmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
210,output-gif-all\ebemon.gif,output-webm-all\ebemon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
211,output-gif-all\ebidramon.gif,output-webm-all\ebidramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
212,output-gif-all\el-doradimon.gif,output-webm-all\el-doradimon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
213,output-gif-all\elecmon.gif,output-webm-all\elecmon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
214,output-gif-all\enmamon.gif,output-webm-all\enmamon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
215,output-gif-all\eosmon-perfect.gif,output-webm-all\eosmon-perfect.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
216,output-gif-all\erlangmon-blast-mode.gif,output-webm-all\erlangmon-blast-mode.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
217,output-gif-all\erlangmon.gif,output-webm-all\erlangmon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
218,output-gif-all\espimon.gif,output-webm-all\espimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
219,output-gif-all\etemon.gif,output-webm-all\etemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
220,output-gif-all\evilmon.gif,output-webm-all\evilmon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
221,output-gif-all\ex-tyranomon.gif,output-webm-all\ex-tyranomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
222,output-gif-all\examon.gif,output-webm-all\examon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
223,output-gif-all\exermon.gif,output-webm-all\exermon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
224,output-gif-all\fairimon.gif,output-webm-all\fairimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
225,output-gif-all\falcomon-2006.gif,output-webm-all\falcomon-2006.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
226,output-gif-all\fantomon.gif,output-webm-all\fantomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
227,output-gif-all\fenriloogamon-takemikazuchi.gif,output-webm-all\fenriloogamon-takemikazuchi.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
228,output-gif-all\fenriloogamon.gif,output-webm-all\fenriloogamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
229,output-gif-all\filmon.gif,output-webm-all\filmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
230,output-gif-all\firamon.gif,output-webm-all\firamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
231,output-gif-all\fladramon.gif,output-webm-all\fladramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
232,output-gif-all\flamon.gif,output-webm-all\flamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
233,output-gif-all\flare-lizamon.gif,output-webm-all\flare-lizamon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
234,output-gif-all\flaremon.gif,output-webm-all\flaremon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
235,output-gif-all\floramon.gif,output-webm-all\floramon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
236,output-gif-all\flymon.gif,output-webm-all\flymon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
237,output-gif-all\frimon.gif,output-webm-all\frimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
238,output-gif-all\fros-velgrmon.gif,output-webm-all\fros-velgrmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
239,output-gif-all\frozomon.gif,output-webm-all\frozomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
240,output-gif-all\fufumon.gif,output-webm-all\fufumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
241,output-gif-all\fugamon.gif,output-webm-all\fugamon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
242,output-gif-all\fujamon.gif,output-webm-all\fujamon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
243,output-gif-all\fukamon.gif,output-webm-all\fukamon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
244,output-gif-all\fumamon.gif,output-webm-all\fumamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
245,output-gif-all\funbeemon.gif,output-webm-all\funbeemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
246,output-gif-all\fusamon.gif,output-webm-all\fusamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
247,output-gif-all\gabumon-black.gif,output-webm-all\gabumon-black.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
248,output-gif-all\gabumon.gif,output-webm-all\gabumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
249,output-gif-all\gaioumon.gif,output-webm-all\gaioumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
250,output-gif-all\galemon.gif,output-webm-all\galemon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
251,output-gif-all\galgomon.gif,output-webm-all\galgomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
252,output-gif-all\gammamon.gif,output-webm-all\gammamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
253,output-gif-all\ganimon.gif,output-webm-all\ganimon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
254,output-gif-all\gankoomon.gif,output-webm-all\gankoomon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
255,output-gif-all\gaogamon.gif,output-webm-all\gaogamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
256,output-gif-all\gaomon.gif,output-webm-all\gaomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
257,output-gif-all\gaossmon.gif,output-webm-all\gaossmon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
258,output-gif-all\garudamon.gif,output-webm-all\garudamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
259,output-gif-all\garummon.gif,output-webm-all\garummon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
260,output-gif-all\garuru-metal.gif,output-webm-all\garuru-metal.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
261,output-gif-all\garurumon-black.gif,output-webm-all\garurumon-black.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
262,output-gif-all\garurumon.gif,output-webm-all\garurumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
263,output-gif-all\gasamon.gif,output-webm-all\gasamon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
264,output-gif-all\gawappamon.gif,output-webm-all\gawappamon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
265,output-gif-all\gazimon.gif,output-webm-all\gazimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
266,output-gif-all\gekomon.gif,output-webm-all\gekomon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
267,output-gif-all\geo-greymon.gif,output-webm-all\geo-greymon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
268,output-gif-all\gerbemon.gif,output-webm-all\gerbemon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
269,output-gif-all\gesomon.gif,output-webm-all\gesomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
270,output-gif-all\ghilliedhumon.gif,output-webm-all\ghilliedhumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
271,output-gif-all\ghostmon.gif,output-webm-all\ghostmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
272,output-gif-all\giga-seadramon.gif,output-webm-all\giga-seadramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
273,output-gif-all\gigadramon.gif,output-webm-all\gigadramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
274,output-gif-all\gigasmon.gif,output-webm-all\gigasmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
275,output-gif-all\gigimon.gif,output-webm-all\gigimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
276,output-gif-all\ginkakumon.gif,output-webm-all\ginkakumon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
277,output-gif-all\ginryumon.gif,output-webm-all\ginryumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
278,output-gif-all\giromon.gif,output-webm-all\giromon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
279,output-gif-all\gizamon.gif,output-webm-all\gizamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
280,output-gif-all\gogmamon.gif,output-webm-all\gogmamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
281,output-gif-all\gokimon.gif,output-webm-all\gokimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
282,output-gif-all\gokumon.gif,output-webm-all\gokumon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
283,output-gif-all\gokuwmon.gif,output-webm-all\gokuwmon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
284,output-gif-all\gold-v-dramon.gif,output-webm-all\gold-v-dramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
285,output-gif-all\golemon.gif,output-webm-all\golemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
286,output-gif-all\gomamon.gif,output-webm-all\gomamon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
287,output-gif-all\gorimon.gif,output-webm-all\gorimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
288,output-gif-all\goromon.gif,output-webm-all\goromon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
289,output-gif-all\gottsumon.gif,output-webm-all\gottsumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
290,output-gif-all\grace-novamon.gif,output-webm-all\grace-novamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
291,output-gif-all\grademon.gif,output-webm-all\grademon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
292,output-gif-all\gran-kuwagamon.gif,output-webm-all\gran-kuwagamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
293,output-gif-all\grand-dracumon.gif,output-webm-all\grand-dracumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
294,output-gif-all\grand-galemon.gif,output-webm-all\grand-galemon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
295,output-gif-all\grand-locomon.gif,output-webm-all\grand-locomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
296,output-gif-all\grandis-kuwagamon.gif,output-webm-all\grandis-kuwagamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
297,output-gif-all\grappu-leomon.gif,output-webm-all\grappu-leomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
298,output-gif-all\grey-knightsmon.gif,output-webm-all\grey-knightsmon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
299,output-gif-all\grey-wars.gif,output-webm-all\grey-wars.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
300,output-gif-all\greymon-2010.gif,output-webm-all\greymon-2010.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
301,output-gif-all\greymon-blue.gif,output-webm-all\greymon-blue.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
302,output-gif-all\greymon-colosseum.gif,output-webm-all\greymon-colosseum.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
303,output-gif-all\greymon.gif,output-webm-all\greymon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
304,output-gif-all\griffomon.gif,output-webm-all\griffomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
305,output-gif-all\grottemon.gif,output-webm-all\grottemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
306,output-gif-all\groundramon.gif,output-webm-all\groundramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
307,output-gif-all\growmon-orange.gif,output-webm-all\growmon-orange.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
308,output-gif-all\growmon.gif,output-webm-all\growmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
309,output-gif-all\gryzmon.gif,output-webm-all\gryzmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
310,output-gif-all\guardromon.gif,output-webm-all\guardromon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
311,output-gif-all\guilmon.gif,output-webm-all\guilmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
312,output-gif-all\gulus-gammamon.gif,output-webm-all\gulus-gammamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
313,output-gif-all\gumdramon.gif,output-webm-all\gumdramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
314,output-gif-all\gummymon.gif,output-webm-all\gummymon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
315,output-gif-all\gundramon.gif,output-webm-all\gundramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
316,output-gif-all\gurimon.gif,output-webm-all\gurimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
317,output-gif-all\gusokumon.gif,output-webm-all\gusokumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
318,output-gif-all\gyukimon.gif,output-webm-all\gyukimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
319,output-gif-all\hackmon.gif,output-webm-all\hackmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
320,output-gif-all\hagurumon.gif,output-webm-all\hagurumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
321,output-gif-all\hakubamon.gif,output-webm-all\hakubamon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
322,output-gif-all\hangyomon.gif,output-webm-all\hangyomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
323,output-gif-all\hanimon.gif,output-webm-all\hanimon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
324,output-gif-all\hanumon.gif,output-webm-all\hanumon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
325,output-gif-all\harpymon.gif,output-webm-all\harpymon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
326,output-gif-all\hawkmon.gif,output-webm-all\hawkmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
327,output-gif-all\heavy-leomon.gif,output-webm-all\heavy-leomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
328,output-gif-all\helloogarmon.gif,output-webm-all\helloogarmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
329,output-gif-all\herakle-kabuterimon.gif,output-webm-all\herakle-kabuterimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
330,output-gif-all\herissmon.gif,output-webm-all\herissmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
331,output-gif-all\hexeblaumon.gif,output-webm-all\hexeblaumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
332,output-gif-all\hi-andromon.gif,output-webm-all\hi-andromon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
333,output-gif-all\hi-commandramon.gif,output-webm-all\hi-commandramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
334,output-gif-all\hippogriffomon.gif,output-webm-all\hippogriffomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
335,output-gif-all\hisyaryumon.gif,output-webm-all\hisyaryumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
336,output-gif-all\hiyarimon.gif,output-webm-all\hiyarimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
337,output-gif-all\holsmon.gif,output-webm-all\holsmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
338,output-gif-all\holy-angemon.gif,output-webm-all\holy-angemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
339,output-gif-all\holydramon.gif,output-webm-all\holydramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
340,output-gif-all\hopmon.gif,output-webm-all\hopmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
341,output-gif-all\hououmon.gif,output-webm-all\hououmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
342,output-gif-all\hover-espimon.gif,output-webm-all\hover-espimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
